method,n,bias,bias_pct,rmse,rmse_pct,r2,rmse_pct_lo,rmse_pct_hi
9 Curve matching,50193,29.438090208127374,21.415792978378466,49.37897293386814,35.922502253380486,-0.3118051540070088,35.693844376750604,36.16140162909996
10 Pure Kohek (holdout),9747,-2.4974527343907447,-1.7903906224826829,36.76024126581044,26.352927659535315,0.24689017970554683,25.894424603346586,26.82964166889784
11 Hybrid A (stratified),19439,3.914742721936658,2.628044626102989,36.80726394595012,24.709448126096714,0.2028885491974498,24.455588196904866,24.963767249961784
12 Hybrid B (stratified),19439,2.7603513643852304,1.853078755004334,37.60160298339119,25.24270371578157,0.16811231319010234,24.98985471457785,25.515265972722595
